지점번호,지점,날짜,시간,일시,기온 (℃),일강수량 (mm),풍속 (m/s)
424,강북,2016-03-14,21,2016-03-14 21,6.2,0,3.4
424,강북,2016-03-14,22,2016-03-14 22,5.7,0,0.4
424,강북,2016-03-14,23,2016-03-14 23,5.1,0,1.9
424,강북,2016-03-15,00,2016-03-15 00,4.5,0,2.6
424,강북,2016-03-15,01,2016-03-15 01,3.9,0,2
424,강북,2016-03-15,02,2016-03-15 02,3.4,0,0.6
424,강북,2016-03-15,03,2016-03-15 03,2.6,0,0.6
424,강북,2016-03-15,04,2016-03-15 04,2.1,0,0.9
424,강북,2016-03-15,05,2016-03-15 05,1.3,0,1
424,강북,2016-03-15,06,2016-03-15 06,0.7,0,1.2
424,강북,2016-03-15,07,2016-03-15 07,0.6,0,0.7
424,강북,2016-03-15,08,2016-03-15 08,1.7,0,1
424,강북,2016-03-15,09,2016-03-15 09,4.1,0,0.9
424,강북,2016-03-15,10,2016-03-15 10,7,0,1.4
424,강북,2016-03-15,11,2016-03-15 11,8.3,0,1.7
424,강북,2016-03-15,12,2016-03-15 12,9.7,0,2
424,강북,2016-03-15,13,2016-03-15 13,11.1,0,2
424,강북,2016-03-15,14,2016-03-15 14,12.1,0,1.4
424,강북,2016-03-15,15,2016-03-15 15,12.4,0,3.4
424,강북,2016-03-15,16,2016-03-15 16,11.8,0,3.7
424,강북,2016-03-15,17,2016-03-15 17,10.9,0,3.6
424,강북,2016-03-15,18,2016-03-15 18,9.5,0,2.4
424,강북,2016-03-15,19,2016-03-15 19,8.9,0,1.8
424,강북,2016-03-15,20,2016-03-15 20,7.7,0,2.3
424,강북,2016-03-15,21,2016-03-15 21,7.4,0,0.7
424,강북,2016-03-15,22,2016-03-15 22,6.9,0,0.8
424,강북,2016-03-15,23,2016-03-15 23,6.5,0,0.8
424,강북,2016-03-16,00,2016-03-16 00,6.4,0,0.5
424,강북,2016-03-16,01,2016-03-16 01,6.2,0,0.8
424,강북,2016-03-16,02,2016-03-16 02,5.5,0,0.7
424,강북,2016-03-16,03,2016-03-16 03,5.3,0,1.3
424,강북,2016-03-16,04,2016-03-16 04,4.9,0,0.9
424,강북,2016-03-16,05,2016-03-16 05,4.9,0,1
424,강북,2016-03-16,06,2016-03-16 06,4.3,0,1
424,강북,2016-03-16,07,2016-03-16 07,4.5,0,0.8
424,강북,2016-03-16,08,2016-03-16 08,4.7,0,0.5
424,강북,2016-03-16,09,2016-03-16 09,6.1,0,1.2
424,강북,2016-03-16,10,2016-03-16 10,8.8,0,1.3
424,강북,2016-03-16,11,2016-03-16 11,10.8,0,1.6
424,강북,2016-03-16,12,2016-03-16 12,12.6,0,2.4
424,강북,2016-03-16,13,2016-03-16 13,12.8,0,3.6
424,강북,2016-03-16,14,2016-03-16 14,13.2,0,3
424,강북,2016-03-16,15,2016-03-16 15,12.5,0,4.7
424,강북,2016-03-16,16,2016-03-16 16,12.5,0,3.6
424,강북,2016-03-16,17,2016-03-16 17,12.6,0,3.7
424,강북,2016-03-16,18,2016-03-16 18,11.4,0,3.2
424,강북,2016-03-16,19,2016-03-16 19,10.9,0,2.2
424,강북,2016-03-16,20,2016-03-16 20,9.3,0,1.9
424,강북,2016-03-16,21,2016-03-16 21,9.3,0,0.7
424,강북,2016-03-16,22,2016-03-16 22,7.4,0,1.5
424,강북,2016-03-16,23,2016-03-16 23,7.2,0,0.7
424,강북,2016-03-17,00,2016-03-17 00,6.2,0,1.2
424,강북,2016-03-17,01,2016-03-17 01,5.3,0,1.5
424,강북,2016-03-17,02,2016-03-17 02,5.1,0,0.7
424,강북,2016-03-17,03,2016-03-17 03,4.5,0,0.9
424,강북,2016-03-17,04,2016-03-17 04,4.6,0,0.5
424,강북,2016-03-17,05,2016-03-17 05,3.8,0,1
424,강북,2016-03-17,06,2016-03-17 06,3.2,0,0.9
424,강북,2016-03-17,07,2016-03-17 07,2.7,0,1
424,강북,2016-03-17,08,2016-03-17 08,3.7,0,0.8
424,강북,2016-03-17,09,2016-03-17 09,7,0,0.6
424,강북,2016-03-17,10,2016-03-17 10,9,0,0.9
424,강북,2016-03-17,11,2016-03-17 11,11.1,0,0.9
424,강북,2016-03-17,12,2016-03-17 12,13.7,0,1.2
424,강북,2016-03-17,13,2016-03-17 13,14,0,1.4
424,강북,2016-03-17,14,2016-03-17 14,14.1,0,2.3
424,강북,2016-03-17,15,2016-03-17 15,14.4,0,1.5
424,강북,2016-03-17,16,2016-03-17 16,14.7,0,1.2
424,강북,2016-03-17,17,2016-03-17 17,14.5,0,1.7
424,강북,2016-03-17,18,2016-03-17 18,13.9,0,1.6
424,강북,2016-03-17,19,2016-03-17 19,13.4,0,1.3
424,강북,2016-03-17,20,2016-03-17 20,12.2,0,1.4
424,강북,2016-03-17,21,2016-03-17 21,11.2,0,0.7
424,강북,2016-03-17,22,2016-03-17 22,11.4,0,0.3
424,강북,2016-03-17,23,2016-03-17 23,10.5,0,0.7
424,강북,2016-03-18,00,2016-03-18 00,9.7,0,0.6
424,강북,2016-03-18,01,2016-03-18 01,9.2,0,1.1
424,강북,2016-03-18,02,2016-03-18 02,9.2,0,0.4
424,강북,2016-03-18,03,2016-03-18 03,9.3,0,0.4
424,강북,2016-03-18,04,2016-03-18 04,9.3,0,0.8
424,강북,2016-03-18,05,2016-03-18 05,9.1,0,0.7
424,강북,2016-03-18,06,2016-03-18 06,8.9,0,1.9
424,강북,2016-03-18,07,2016-03-18 07,9.1,0,1.2
424,강북,2016-03-18,08,2016-03-18 08,9.2,0,0.9
424,강북,2016-03-18,09,2016-03-18 09,10.5,0,1.2
424,강북,2016-03-18,10,2016-03-18 10,13.8,0,0.8
424,강북,2016-03-18,11,2016-03-18 11,13.6,0,0.7
424,강북,2016-03-18,12,2016-03-18 12,16,0,1.3
424,강북,2016-03-18,13,2016-03-18 13,18,0,1.3
424,강북,2016-03-18,14,2016-03-18 14,18.3,0,1.4
424,강북,2016-03-18,15,2016-03-18 15,19,0,1.9
424,강북,2016-03-18,16,2016-03-18 16,19,0,1.5
424,강북,2016-03-18,17,2016-03-18 17,18.7,0,3.4
424,강북,2016-03-18,18,2016-03-18 18,17.4,0,3.3
424,강북,2016-03-18,19,2016-03-18 19,15.8,0,3.5
424,강북,2016-03-18,20,2016-03-18 20,15.1,0,1.7
424,강북,2016-03-18,21,2016-03-18 21,13.8,0,2.5
424,강북,2016-03-18,22,2016-03-18 22,13.5,0,1.1
424,강북,2016-03-18,23,2016-03-18 23,12.9,0,1.8
424,강북,2016-03-19,00,2016-03-19 00,12.5,0,1.7
424,강북,2016-03-19,01,2016-03-19 01,11.9,0,1.6
424,강북,2016-03-19,02,2016-03-19 02,11.2,0,2.6
424,강북,2016-03-19,03,2016-03-19 03,10.7,0,1.8
424,강북,2016-03-19,04,2016-03-19 04,10.1,0,1.4
424,강북,2016-03-19,05,2016-03-19 05,9.5,0,2.4
424,강북,2016-03-19,06,2016-03-19 06,8.7,0,1.8
424,강북,2016-03-19,07,2016-03-19 07,8,0,1.4
424,강북,2016-03-19,08,2016-03-19 08,8.8,0,1
424,강북,2016-03-19,09,2016-03-19 09,9.9,0,2.6
424,강북,2016-03-19,10,2016-03-19 10,11.9,0,2.2
424,강북,2016-03-19,11,2016-03-19 11,13.2,0,0.9
424,강북,2016-03-19,12,2016-03-19 12,15.3,0,1
424,강북,2016-03-19,13,2016-03-19 13,16.4,0,2
424,강북,2016-03-19,14,2016-03-19 14,16.4,0,3.1
424,강북,2016-03-19,15,2016-03-19 15,17.4,0,3.2
424,강북,2016-03-19,16,2016-03-19 16,17.2,0,4.4
424,강북,2016-03-19,17,2016-03-19 17,16.8,0,2.9
424,강북,2016-03-19,18,2016-03-19 18,14.9,0,2.7
424,강북,2016-03-19,19,2016-03-19 19,13.5,0,2.4
424,강북,2016-03-19,20,2016-03-19 20,13.3,0,1.1
424,강북,2016-03-19,21,2016-03-19 21,12.8,0,1
424,강북,2016-03-19,22,2016-03-19 22,11.8,0,0.8
424,강북,2016-03-19,23,2016-03-19 23,10.8,0,2.4
424,강북,2016-03-20,00,2016-03-20 00,10.3,0,1.1
424,강북,2016-03-20,01,2016-03-20 01,9.7,0,1.2
424,강북,2016-03-20,02,2016-03-20 02,8.8,0,1
424,강북,2016-03-20,03,2016-03-20 03,8.2,0,0.9
424,강북,2016-03-20,04,2016-03-20 04,7.6,0,0.7
424,강북,2016-03-20,05,2016-03-20 05,7,0,0.9
424,강북,2016-03-20,06,2016-03-20 06,6.8,0,0.5
424,강북,2016-03-20,07,2016-03-20 07,6.3,0,1.1
424,강북,2016-03-20,08,2016-03-20 08,7.2,0,0.5
424,강북,2016-03-20,09,2016-03-20 09,8.6,0,1.4
424,강북,2016-03-20,10,2016-03-20 10,10.2,0,1.2
424,강북,2016-03-20,11,2016-03-20 11,12.4,0,1.4
424,강북,2016-03-20,12,2016-03-20 12,13.8,0,1.1
424,강북,2016-03-20,13,2016-03-20 13,14.3,0,2
424,강북,2016-03-20,14,2016-03-20 14,14.7,0,2
424,강북,2016-03-20,15,2016-03-20 15,15.1,0,1.2
424,강북,2016-03-20,16,2016-03-20 16,15.2,0,1.8
424,강북,2016-03-20,17,2016-03-20 17,14.9,0,4.5
424,강북,2016-03-20,18,2016-03-20 18,13.8,0,3.8
424,강북,2016-03-20,19,2016-03-20 19,13.1,0,1.2
424,강북,2016-03-20,20,2016-03-20 20,12.9,0,1.2
424,강북,2016-03-20,21,2016-03-20 21,12.2,0,0.9
424,강북,2016-03-20,22,2016-03-20 22,11.6,0,1
424,강북,2016-03-20,23,2016-03-20 23,10.9,0,1.8
424,강북,2016-03-21,00,2016-03-21 00,10.5,0,1
424,강북,2016-03-21,01,2016-03-21 01,9.8,0,0.7
424,강북,2016-03-21,02,2016-03-21 02,8.9,0,1.6
424,강북,2016-03-21,03,2016-03-21 03,8.1,0,1
424,강북,2016-03-21,04,2016-03-21 04,7.8,0,1.1
424,강북,2016-03-21,05,2016-03-21 05,7.4,0,0.5
424,강북,2016-03-21,06,2016-03-21 06,7,0,0.4
424,강북,2016-03-21,07,2016-03-21 07,6.7,0,0.7
424,강북,2016-03-21,08,2016-03-21 08,7.4,0,0.5
424,강북,2016-03-21,09,2016-03-21 09,9.7,0,1.3
424,강북,2016-03-21,10,2016-03-21 10,11.1,0,2.2
424,강북,2016-03-21,11,2016-03-21 11,13.6,0,1.6
424,강북,2016-03-21,12,2016-03-21 12,14.5,0,3.2
424,강북,2016-03-21,13,2016-03-21 13,15.6,0,3.2
424,강북,2016-03-21,14,2016-03-21 14,16.2,0,3
424,강북,2016-03-21,15,2016-03-21 15,15.4,0,4.3
424,강북,2016-03-21,16,2016-03-21 16,15.7,0,3.7
424,강북,2016-03-21,17,2016-03-21 17,14.8,0,2.8
424,강북,2016-03-21,18,2016-03-21 18,13.5,0,3.8
424,강북,2016-03-21,19,2016-03-21 19,12.6,0,2.1
424,강북,2016-03-21,20,2016-03-21 20,11.3,0,4.1
424,강북,2016-03-21,21,2016-03-21 21,11,0,1.1
424,강북,2016-03-21,22,2016-03-21 22,10.6,0,0.8
424,강북,2016-03-21,23,2016-03-21 23,9.7,0,1.2
424,강북,2016-03-22,00,2016-03-22 00,8.7,0,0.8
424,강북,2016-03-22,01,2016-03-22 01,8.1,0,1.5
424,강북,2016-03-22,02,2016-03-22 02,7.6,0,1.4
424,강북,2016-03-22,03,2016-03-22 03,6.4,0,1.1
424,강북,2016-03-22,04,2016-03-22 04,5.7,0,1.1
424,강북,2016-03-22,05,2016-03-22 05,5.2,0,0.9
424,강북,2016-03-22,06,2016-03-22 06,4.7,0,0.8
424,강북,2016-03-22,07,2016-03-22 07,4.6,0,0.7
424,강북,2016-03-22,08,2016-03-22 08,6,0,1.1
424,강북,2016-03-22,09,2016-03-22 09,8,0,0.9
424,강북,2016-03-22,10,2016-03-22 10,9.5,0,1.7
424,강북,2016-03-22,11,2016-03-22 11,11,0,1
424,강북,2016-03-22,12,2016-03-22 12,12.3,0,2.2
424,강북,2016-03-22,13,2016-03-22 13,13.4,0,2.2
424,강북,2016-03-22,14,2016-03-22 14,14.1,0,2.2
424,강북,2016-03-22,15,2016-03-22 15,14,0,2.8
424,강북,2016-03-22,16,2016-03-22 16,13.3,0,3.2
424,강북,2016-03-22,17,2016-03-22 17,12.9,0,2.6
424,강북,2016-03-22,18,2016-03-22 18,11.6,0,2.4
424,강북,2016-03-22,19,2016-03-22 19,9.5,0,3
424,강북,2016-03-22,20,2016-03-22 20,9.5,0,2.5
424,강북,2016-03-22,21,2016-03-22 21,9.1,0,1.2
424,강북,2016-03-22,22,2016-03-22 22,9,0,0.6
424,강북,2016-03-22,23,2016-03-22 23,9.1,0,1.1
424,강북,2016-03-23,00,2016-03-23 00,8.5,0,1.3
424,강북,2016-03-23,01,2016-03-23 01,8.5,0,1.1
424,강북,2016-03-23,02,2016-03-23 02,7.7,0,1.3
424,강북,2016-03-23,03,2016-03-23 03,6.9,0,2.3
424,강북,2016-03-23,04,2016-03-23 04,6.4,0,1.3
424,강북,2016-03-23,05,2016-03-23 05,5.8,0,1.7
424,강북,2016-03-23,06,2016-03-23 06,5.3,0,1.6
424,강북,2016-03-23,07,2016-03-23 07,4.8,0,1.7
424,강북,2016-03-23,08,2016-03-23 08,5.5,0,1.4
424,강북,2016-03-23,09,2016-03-23 09,6.8,0,2.2
424,강북,2016-03-23,10,2016-03-23 10,8.9,0,3.7
424,강북,2016-03-23,11,2016-03-23 11,10.8,0,2.1
424,강북,2016-03-23,12,2016-03-23 12,11.2,0,1.5
424,강북,2016-03-23,13,2016-03-23 13,12.8,0,3.4
424,강북,2016-03-23,14,2016-03-23 14,12.9,0,2.7
424,강북,2016-03-23,15,2016-03-23 15,12.6,0,4.5
424,강북,2016-03-23,16,2016-03-23 16,12.3,0,5.6
424,강북,2016-03-23,17,2016-03-23 17,11.9,0,5.8
424,강북,2016-03-23,18,2016-03-23 18,10.8,0,6.2
424,강북,2016-03-23,19,2016-03-23 19,10,0,4.1
424,강북,2016-03-23,20,2016-03-23 20,9.2,0,4.5
424,강북,2016-03-23,21,2016-03-23 21,8.6,0,3.9
424,강북,2016-03-23,22,2016-03-23 22,8.1,0,3.5
424,강북,2016-03-23,23,2016-03-23 23,7.8,0,3.8
424,강북,2016-03-24,00,2016-03-24 00,7.5,0,1.9
424,강북,2016-03-24,01,2016-03-24 01,6.4,0,2.2
424,강북,2016-03-24,02,2016-03-24 02,5.8,0,2.2
424,강북,2016-03-24,03,2016-03-24 03,5.4,0,2.9
424,강북,2016-03-24,04,2016-03-24 04,4.7,0,3.3
424,강북,2016-03-24,05,2016-03-24 05,4,0,2.7
424,강북,2016-03-24,06,2016-03-24 06,3.6,0,2.6
424,강북,2016-03-24,07,2016-03-24 07,3.4,0,3.1
424,강북,2016-03-24,08,2016-03-24 08,4.5,0,1.7
424,강북,2016-03-24,09,2016-03-24 09,6.1,0,1.8
424,강북,2016-03-24,10,2016-03-24 10,7.5,0,1.5
424,강북,2016-03-24,11,2016-03-24 11,9.5,0,1.8
424,강북,2016-03-24,12,2016-03-24 12,9.5,0,2.1
424,강북,2016-03-24,13,2016-03-24 13,11.1,0,2.4
424,강북,2016-03-24,14,2016-03-24 14,12,0,2.4
424,강북,2016-03-24,15,2016-03-24 15,11.5,0,2.3
424,강북,2016-03-24,16,2016-03-24 16,12.2,0,3.9
424,강북,2016-03-24,17,2016-03-24 17,11.4,0,3.5
424,강북,2016-03-24,18,2016-03-24 18,10.4,0,3.6
424,강북,2016-03-24,19,2016-03-24 19,8.9,0,5.5
424,강북,2016-03-24,20,2016-03-24 20,8.2,0,2.6
424,강북,2016-03-24,21,2016-03-24 21,7.9,0,1.9
424,강북,2016-03-24,22,2016-03-24 22,7.2,0,3
424,강북,2016-03-24,23,2016-03-24 23,7,0,2.1
424,강북,2016-03-25,00,2016-03-25 00,6.8,0,0.8
424,강북,2016-03-25,01,2016-03-25 01,6.2,0,0.7
424,강북,2016-03-25,02,2016-03-25 02,5.7,0,1.1
424,강북,2016-03-25,03,2016-03-25 03,5.3,0,0.8
424,강북,2016-03-25,04,2016-03-25 04,4.4,0,0.7
424,강북,2016-03-25,05,2016-03-25 05,4.3,0,0.8
424,강북,2016-03-25,06,2016-03-25 06,3.3,0,1
424,강북,2016-03-25,07,2016-03-25 07,3.5,0,0.8
424,강북,2016-03-25,08,2016-03-25 08,4.6,0,0.7
424,강북,2016-03-25,09,2016-03-25 09,6.9,0,1.2
424,강북,2016-03-25,10,2016-03-25 10,7.9,0,2.7
424,강북,2016-03-25,11,2016-03-25 11,9.2,0,2.1
424,강북,2016-03-25,12,2016-03-25 12,10.3,0,2.2
424,강북,2016-03-25,13,2016-03-25 13,10.4,0,1.7
424,강북,2016-03-25,14,2016-03-25 14,10.6,0,2.2
424,강북,2016-03-25,15,2016-03-25 15,10.5,0,2.3
424,강북,2016-03-25,16,2016-03-25 16,10.3,0,3
424,강북,2016-03-25,17,2016-03-25 17,10.9,0,2.8
424,강북,2016-03-25,18,2016-03-25 18,10.1,0,3
424,강북,2016-03-25,19,2016-03-25 19,8.9,0,1.8
424,강북,2016-03-25,20,2016-03-25 20,7.8,0,2.6
424,강북,2016-03-25,21,2016-03-25 21,7.7,0,1.6
424,강북,2016-03-25,22,2016-03-25 22,7.5,0,2.2
424,강북,2016-03-25,23,2016-03-25 23,6.6,0,0.9
424,강북,2016-03-26,00,2016-03-26 00,6.2,0,0.7
424,강북,2016-03-26,01,2016-03-26 01,4.9,0,1
424,강북,2016-03-26,02,2016-03-26 02,4.5,0,1.1
424,강북,2016-03-26,03,2016-03-26 03,4,0,0.7
424,강북,2016-03-26,04,2016-03-26 04,3.6,0,0.6
424,강북,2016-03-26,05,2016-03-26 05,3.2,0,0.7
424,강북,2016-03-26,06,2016-03-26 06,2.4,0,0.9
424,강북,2016-03-26,07,2016-03-26 07,2.5,0,1
424,강북,2016-03-26,08,2016-03-26 08,3.4,0,0.9
424,강북,2016-03-26,09,2016-03-26 09,5,0,1.7
424,강북,2016-03-26,10,2016-03-26 10,7.2,0,1.6
424,강북,2016-03-26,11,2016-03-26 11,9.8,0,1.8
424,강북,2016-03-26,12,2016-03-26 12,10.9,0,2.3
424,강북,2016-03-26,13,2016-03-26 13,11.6,0,3
424,강북,2016-03-26,14,2016-03-26 14,10.4,0,2.2
424,강북,2016-03-26,15,2016-03-26 15,11.9,0,4.1
424,강북,2016-03-26,16,2016-03-26 16,11.3,0,2.9
424,강북,2016-03-26,17,2016-03-26 17,11.3,0,4.4
424,강북,2016-03-26,18,2016-03-26 18,9.3,0,4.1
424,강북,2016-03-26,19,2016-03-26 19,8.4,0,1.4
424,강북,2016-03-26,20,2016-03-26 20,8.1,0,1.7
424,강북,2016-03-26,21,2016-03-26 21,8.1,0,2
424,강북,2016-03-26,22,2016-03-26 22,8.1,0,2
424,강북,2016-03-26,23,2016-03-26 23,7.4,0,0.7
424,강북,2016-03-27,00,2016-03-27 00,6.8,0,0.6
424,강북,2016-03-27,01,2016-03-27 01,5.8,0,1.2
424,강북,2016-03-27,02,2016-03-27 02,4.6,0,0.9
424,강북,2016-03-27,03,2016-03-27 03,4,0,0.8
424,강북,2016-03-27,04,2016-03-27 04,3.9,0,0.6
424,강북,2016-03-27,05,2016-03-27 05,3.3,0,0.7
424,강북,2016-03-27,06,2016-03-27 06,2.9,0,0.9
424,강북,2016-03-27,07,2016-03-27 07,2.6,0,0.9
424,강북,2016-03-27,08,2016-03-27 08,4.3,0,0.6
424,강북,2016-03-27,09,2016-03-27 09,5.7,0,1.2
424,강북,2016-03-27,10,2016-03-27 10,8.4,0,1
424,강북,2016-03-27,11,2016-03-27 11,9.9,0,1.5
424,강북,2016-03-27,12,2016-03-27 12,12.2,0,3.1
424,강북,2016-03-27,13,2016-03-27 13,12.7,0,2.9
424,강북,2016-03-27,14,2016-03-27 14,12.9,0,4.7
424,강북,2016-03-27,15,2016-03-27 15,12.7,0,4.2
424,강북,2016-03-27,16,2016-03-27 16,12.4,0,4.6
424,강북,2016-03-27,17,2016-03-27 17,11.2,0,4.9
424,강북,2016-03-27,18,2016-03-27 18,9.7,0,3.2
424,강북,2016-03-27,19,2016-03-27 19,9.1,0,1
424,강북,2016-03-27,20,2016-03-27 20,8.8,0,0.6
424,강북,2016-03-27,21,2016-03-27 21,8.1,0,1.7
424,강북,2016-03-27,22,2016-03-27 22,7.7,0,1.4
424,강북,2016-03-27,23,2016-03-27 23,7.5,0,1
424,강북,2016-03-28,00,2016-03-28 00,6.6,0,0.8
424,강북,2016-03-28,01,2016-03-28 01,5.8,0,0.9
424,강북,2016-03-28,02,2016-03-28 02,5,0,1.2
424,강북,2016-03-28,03,2016-03-28 03,4.8,0,1
424,강북,2016-03-28,04,2016-03-28 04,4.1,0,1
424,강북,2016-03-28,05,2016-03-28 05,3.6,0,0.7
424,강북,2016-03-28,06,2016-03-28 06,3.6,0,0.4
424,강북,2016-03-28,07,2016-03-28 07,3.6,0,0.5
424,강북,2016-03-28,08,2016-03-28 08,5,0,0.7
424,강북,2016-03-28,09,2016-03-28 09,6.5,0,1.1
424,강북,2016-03-28,10,2016-03-28 10,8.9,0,1.5
424,강북,2016-03-28,11,2016-03-28 11,11,0,1.7
424,강북,2016-03-28,12,2016-03-28 12,13.2,0,2.1
424,강북,2016-03-28,13,2016-03-28 13,14.9,0,3.6
424,강북,2016-03-28,14,2016-03-28 14,15.6,0,3.3
424,강북,2016-03-28,15,2016-03-28 15,16.5,0,2.9
424,강북,2016-03-28,16,2016-03-28 16,16.5,0,2.6
424,강북,2016-03-28,17,2016-03-28 17,16,0,3.2
424,강북,2016-03-28,18,2016-03-28 18,14.8,0,2.9
424,강북,2016-03-28,19,2016-03-28 19,13.9,0,2.4
424,강북,2016-03-28,20,2016-03-28 20,13.2,0,2.3
424,강북,2016-03-28,21,2016-03-28 21,12.5,0,3
424,강북,2016-03-28,22,2016-03-28 22,11.7,0,2.1
424,강북,2016-03-28,23,2016-03-28 23,11.5,0,0.9
424,강북,2016-03-29,00,2016-03-29 00,10.8,0,1.5
424,강북,2016-03-29,01,2016-03-29 01,10.7,0,1.9
424,강북,2016-03-29,02,2016-03-29 02,10.5,0,1.9
424,강북,2016-03-29,03,2016-03-29 03,9.9,0,0.8
424,강북,2016-03-29,04,2016-03-29 04,9.2,0,0.7
424,강북,2016-03-29,05,2016-03-29 05,8.6,0,0.8
424,강북,2016-03-29,06,2016-03-29 06,8.5,0,0.8
424,강북,2016-03-29,07,2016-03-29 07,8,0,1.1
424,강북,2016-03-29,08,2016-03-29 08,9.4,0,0.4
424,강북,2016-03-29,09,2016-03-29 09,10.8,0,1.3
424,강북,2016-03-29,10,2016-03-29 10,12.9,0,2.5
424,강북,2016-03-29,11,2016-03-29 11,15,0,2.9
424,강북,2016-03-29,12,2016-03-29 12,16.9,0,2.7
424,강북,2016-03-29,13,2016-03-29 13,17.4,0,4.3
424,강북,2016-03-29,14,2016-03-29 14,17.1,0,5.7
424,강북,2016-03-29,15,2016-03-29 15,16.1,0,5.4
424,강북,2016-03-29,16,2016-03-29 16,15.2,0,6.6
424,강북,2016-03-29,17,2016-03-29 17,14.3,0,5.3
424,강북,2016-03-29,18,2016-03-29 18,12.8,0,4.3
424,강북,2016-03-29,19,2016-03-29 19,12.4,0.5,4.3
424,강북,2016-03-29,20,2016-03-29 20,11.7,0.5,5.1
424,강북,2016-03-29,21,2016-03-29 21,11,0.5,3.1
424,강북,2016-03-29,22,2016-03-29 22,10.6,0.5,3.4
424,강북,2016-03-29,23,2016-03-29 23,10.3,0.5,2.5
424,강북,2016-03-30,00,2016-03-30 00,10,0.5,2.8
424,강북,2016-03-30,01,2016-03-30 01,9.5,0,1.1
424,강북,2016-03-30,02,2016-03-30 02,9.2,0,1.5
424,강북,2016-03-30,03,2016-03-30 03,8.1,0,0.9
424,강북,2016-03-30,04,2016-03-30 04,7.9,0,1.6
424,강북,2016-03-30,05,2016-03-30 05,7.5,0,0.9
424,강북,2016-03-30,06,2016-03-30 06,8.1,0,1.1
424,강북,2016-03-30,07,2016-03-30 07,8.1,0,1.2
424,강북,2016-03-30,08,2016-03-30 08,8.5,0,1.2
424,강북,2016-03-30,09,2016-03-30 09,10.4,0,1
424,강북,2016-03-30,10,2016-03-30 10,11.7,0,1.3
424,강북,2016-03-30,11,2016-03-30 11,13.9,0,1.6
424,강북,2016-03-30,12,2016-03-30 12,16,0,2.2
424,강북,2016-03-30,13,2016-03-30 13,16.3,0,4
424,강북,2016-03-30,14,2016-03-30 14,17,0,3.1
424,강북,2016-03-30,15,2016-03-30 15,17.5,0,5.1
424,강북,2016-03-30,16,2016-03-30 16,16.8,0,5
424,강북,2016-03-30,17,2016-03-30 17,16.1,0,2.2
424,강북,2016-03-30,18,2016-03-30 18,15.3,0,2.6
424,강북,2016-03-30,19,2016-03-30 19,13.8,0,2.8
424,강북,2016-03-30,20,2016-03-30 20,13.2,0,1.4
424,강북,2016-03-30,21,2016-03-30 21,12.8,0,1.4
424,강북,2016-03-30,22,2016-03-30 22,12.7,0,0.7
424,강북,2016-03-30,23,2016-03-30 23,12.2,0,0.8
424,강북,2016-03-31,00,2016-03-31 00,11.5,0,0.9
424,강북,2016-03-31,01,2016-03-31 01,9.8,0,0.9
424,강북,2016-03-31,02,2016-03-31 02,9.1,0,1.1
424,강북,2016-03-31,03,2016-03-31 03,8.6,0,0.3
424,강북,2016-03-31,04,2016-03-31 04,8.1,0,0.8
424,강북,2016-03-31,05,2016-03-31 05,7.7,0,0.8
424,강북,2016-03-31,06,2016-03-31 06,7.5,0,0.6
424,강북,2016-03-31,07,2016-03-31 07,7.5,0,1
424,강북,2016-03-31,08,2016-03-31 08,8.8,0,0.4
424,강북,2016-03-31,09,2016-03-31 09,11.1,0,0.5
424,강북,2016-03-31,10,2016-03-31 10,13.4,0,0.7
424,강북,2016-03-31,11,2016-03-31 11,14.8,0,0.9
424,강북,2016-03-31,12,2016-03-31 12,17.1,0,1.1
424,강북,2016-03-31,13,2016-03-31 13,18.8,0,1.8
424,강북,2016-03-31,14,2016-03-31 14,20,0,3.3
424,강북,2016-03-31,15,2016-03-31 15,21,0,3.5
424,강북,2016-03-31,16,2016-03-31 16,21.1,0,2.8
424,강북,2016-03-31,17,2016-03-31 17,20.6,0,3.2
424,강북,2016-03-31,18,2016-03-31 18,19.3,0,3.6
424,강북,2016-03-31,19,2016-03-31 19,17.9,0,0.7
424,강북,2016-03-31,20,2016-03-31 20,16.9,0,4.4
424,강북,2016-03-31,21,2016-03-31 21,16.3,0,1.5
424,강북,2016-03-31,22,2016-03-31 22,15.2,0,1.2
424,강북,2016-03-31,23,2016-03-31 23,14.4,0,1.2
425,남현,2016-03-01,00,2016-03-01 00,-4.7,0,1.3
425,남현,2016-03-01,01,2016-03-01 01,-5,0,1.6
425,남현,2016-03-01,02,2016-03-01 02,-6.1,0,1.2
425,남현,2016-03-01,03,2016-03-01 03,-5.2,0,1.2
425,남현,2016-03-01,04,2016-03-01 04,-5.6,0,1.3
425,남현,2016-03-01,05,2016-03-01 05,-6.6,0,0.6
425,남현,2016-03-01,06,2016-03-01 06,-6.7,0,1
425,남현,2016-03-01,07,2016-03-01 07,-6.7,0,1.1
425,남현,2016-03-01,08,2016-03-01 08,-5.5,0,0.4
425,남현,2016-03-01,09,2016-03-01 09,-2.8,0,0.9
425,남현,2016-03-01,10,2016-03-01 10,-1.6,0,1.6
425,남현,2016-03-01,11,2016-03-01 11,-0.6,0,1.1
425,남현,2016-03-01,12,2016-03-01 12,0.6,0,2.2
425,남현,2016-03-01,13,2016-03-01 13,0.6,0,1.9
425,남현,2016-03-01,14,2016-03-01 14,0.7,0,2.3
425,남현,2016-03-01,15,2016-03-01 15,1,0,2.1
