지점번호,지점,날짜,시간,일시,기온 (℃),일강수량 (mm),풍속 (m/s)
404,강서 *,2016-03-13,14,2016-03-13 14,4.7,0,0.9
404,강서 *,2016-03-13,15,2016-03-13 15,5.7,0,0.9
404,강서 *,2016-03-13,16,2016-03-13 16,6.2,0,0.9
404,강서 *,2016-03-13,17,2016-03-13 17,6,0,0.5
404,강서 *,2016-03-13,18,2016-03-13 18,5.9,0,0.1
404,강서 *,2016-03-13,19,2016-03-13 19,5.3,0,0.6
404,강서 *,2016-03-13,20,2016-03-13 20,4.3,0,0.1
404,강서 *,2016-03-13,21,2016-03-13 21,4,0,0.2
404,강서 *,2016-03-13,22,2016-03-13 22,3.3,0,0.1
404,강서 *,2016-03-13,23,2016-03-13 23,3.3,0,0.3
404,강서 *,2016-03-14,00,2016-03-14 00,2.7,0,0.1
404,강서 *,2016-03-14,01,2016-03-14 01,3,0,1.1
404,강서 *,2016-03-14,02,2016-03-14 02,2.6,0,0.4
404,강서 *,2016-03-14,03,2016-03-14 03,2.8,0,0.5
404,강서 *,2016-03-14,04,2016-03-14 04,2.7,0,0.1
404,강서 *,2016-03-14,05,2016-03-14 05,2.6,0,0.1
404,강서 *,2016-03-14,06,2016-03-14 06,2.5,0,0.1
404,강서 *,2016-03-14,07,2016-03-14 07,2,0,0.1
404,강서 *,2016-03-14,08,2016-03-14 08,2.5,0,0.1
404,강서 *,2016-03-14,09,2016-03-14 09,3.3,0,1.2
404,강서 *,2016-03-14,10,2016-03-14 10,4.3,0,1.3
404,강서 *,2016-03-14,11,2016-03-14 11,5.7,0,1.6
404,강서 *,2016-03-14,12,2016-03-14 12,6.3,0,1.6
404,강서 *,2016-03-14,13,2016-03-14 13,7.5,0,1.5
404,강서 *,2016-03-14,14,2016-03-14 14,7.5,0,2.1
404,강서 *,2016-03-14,15,2016-03-14 15,7.8,0,2
404,강서 *,2016-03-14,16,2016-03-14 16,9.1,0,2
404,강서 *,2016-03-14,17,2016-03-14 17,8.9,0,1.8
404,강서 *,2016-03-14,18,2016-03-14 18,8.4,0,2.1
404,강서 *,2016-03-14,19,2016-03-14 19,7.6,0,1.7
404,강서 *,2016-03-14,20,2016-03-14 20,6.7,0,1.5
404,강서 *,2016-03-14,21,2016-03-14 21,5.8,0,1.1
404,강서 *,2016-03-14,22,2016-03-14 22,5,0,0.7
404,강서 *,2016-03-14,23,2016-03-14 23,4,0,0.7
404,강서 *,2016-03-15,00,2016-03-15 00,3.2,0,1.2
404,강서 *,2016-03-15,01,2016-03-15 01,2.6,0,0.7
404,강서 *,2016-03-15,02,2016-03-15 02,2.3,0,0.3
404,강서 *,2016-03-15,03,2016-03-15 03,2.4,0,1.5
404,강서 *,2016-03-15,04,2016-03-15 04,1.8,0,0.5
404,강서 *,2016-03-15,05,2016-03-15 05,2.2,0,1.2
404,강서 *,2016-03-15,06,2016-03-15 06,2.1,0,1.3
404,강서 *,2016-03-15,07,2016-03-15 07,1.7,0,0.4
404,강서 *,2016-03-15,08,2016-03-15 08,3.5,0,0.6
404,강서 *,2016-03-15,09,2016-03-15 09,5,0,1.2
404,강서 *,2016-03-15,10,2016-03-15 10,7.2,0,1
404,강서 *,2016-03-15,11,2016-03-15 11,7.6,0,1.2
404,강서 *,2016-03-15,12,2016-03-15 12,9,0,1.5
404,강서 *,2016-03-15,13,2016-03-15 13,10.4,0,1.4
404,강서 *,2016-03-15,14,2016-03-15 14,11.6,0,1.4
404,강서 *,2016-03-15,15,2016-03-15 15,11,0,3
404,강서 *,2016-03-15,16,2016-03-15 16,10.2,0,2.6
404,강서 *,2016-03-15,17,2016-03-15 17,8.8,0,2.5
404,강서 *,2016-03-15,18,2016-03-15 18,7.7,0,2.1
404,강서 *,2016-03-15,19,2016-03-15 19,6.6,0,2.2
404,강서 *,2016-03-15,20,2016-03-15 20,5.6,0,0.9
404,강서 *,2016-03-15,21,2016-03-15 21,5.5,0,1
404,강서 *,2016-03-15,22,2016-03-15 22,5.2,0,0.6
404,강서 *,2016-03-15,23,2016-03-15 23,5,0,0.5
404,강서 *,2016-03-16,00,2016-03-16 00,5,0,0.9
404,강서 *,2016-03-16,01,2016-03-16 01,5.1,0,0.6
404,강서 *,2016-03-16,02,2016-03-16 02,5.2,0,0.5
404,강서 *,2016-03-16,03,2016-03-16 03,5,0,1.3
404,강서 *,2016-03-16,04,2016-03-16 04,4.9,0,0.6
404,강서 *,2016-03-16,05,2016-03-16 05,4.4,0,2.2
404,강서 *,2016-03-16,06,2016-03-16 06,4.3,0,1.2
404,강서 *,2016-03-16,07,2016-03-16 07,4.6,0,0.4
404,강서 *,2016-03-16,08,2016-03-16 08,4.8,0,1.2
404,강서 *,2016-03-16,09,2016-03-16 09,6,0,0.9
404,강서 *,2016-03-16,10,2016-03-16 10,7.5,0,1.3
404,강서 *,2016-03-16,11,2016-03-16 11,10,0,1
404,강서 *,2016-03-16,12,2016-03-16 12,11.6,0,1.2
404,강서 *,2016-03-16,13,2016-03-16 13,11.7,0,2.5
404,강서 *,2016-03-16,14,2016-03-16 14,11.7,0,3
404,강서 *,2016-03-16,15,2016-03-16 15,12.2,0,2.3
404,강서 *,2016-03-16,16,2016-03-16 16,11.7,0,2.5
404,강서 *,2016-03-16,17,2016-03-16 17,11.1,0,3
404,강서 *,2016-03-16,18,2016-03-16 18,10.6,0,2
404,강서 *,2016-03-16,19,2016-03-16 19,9.6,0,1.5
404,강서 *,2016-03-16,20,2016-03-16 20,9.1,0,1.1
404,강서 *,2016-03-16,21,2016-03-16 21,8.2,0,1.2
404,강서 *,2016-03-16,22,2016-03-16 22,7.3,0,1.1
404,강서 *,2016-03-16,23,2016-03-16 23,7.4,0,0.9
404,강서 *,2016-03-17,00,2016-03-17 00,6.4,0,1
404,강서 *,2016-03-17,01,2016-03-17 01,6.5,0,0.3
404,강서 *,2016-03-17,02,2016-03-17 02,5.6,0,0.6
404,강서 *,2016-03-17,03,2016-03-17 03,5.6,0,0.6
404,강서 *,2016-03-17,04,2016-03-17 04,5.8,0,0.8
404,강서 *,2016-03-17,05,2016-03-17 05,4.3,0,0.2
404,강서 *,2016-03-17,06,2016-03-17 06,3,0,1.4
404,강서 *,2016-03-17,07,2016-03-17 07,3.4,0,0.9
404,강서 *,2016-03-17,08,2016-03-17 08,6.1,0,1.4
404,강서 *,2016-03-17,09,2016-03-17 09,7.8,0,2.3
404,강서 *,2016-03-17,10,2016-03-17 10,9.4,0,1.6
404,강서 *,2016-03-17,11,2016-03-17 11,11.5,0,1
404,강서 *,2016-03-17,12,2016-03-17 12,12.7,0,1.3
404,강서 *,2016-03-17,13,2016-03-17 13,13,0,1.2
404,강서 *,2016-03-17,14,2016-03-17 14,13.4,0,1.1
404,강서 *,2016-03-17,15,2016-03-17 15,13.4,0,1
404,강서 *,2016-03-17,16,2016-03-17 16,13.1,0,1.4
404,강서 *,2016-03-17,17,2016-03-17 17,13.4,0,1.2
404,강서 *,2016-03-17,18,2016-03-17 18,13.2,0,0.7
404,강서 *,2016-03-17,19,2016-03-17 19,12.9,0,0.9
404,강서 *,2016-03-17,20,2016-03-17 20,12,0,1.4
404,강서 *,2016-03-17,21,2016-03-17 21,11.8,0,0.5
404,강서 *,2016-03-17,22,2016-03-17 22,11.7,0,0.7
404,강서 *,2016-03-17,23,2016-03-17 23,11,0,1.1
404,강서 *,2016-03-18,00,2016-03-18 00,10.8,0,0.6
404,강서 *,2016-03-18,01,2016-03-18 01,11.1,0,1.8
404,강서 *,2016-03-18,02,2016-03-18 02,11,0,1
404,강서 *,2016-03-18,03,2016-03-18 03,10.8,0,1.5
404,강서 *,2016-03-18,04,2016-03-18 04,10.5,0,1.4
404,강서 *,2016-03-18,05,2016-03-18 05,10.4,0,0.8
404,강서 *,2016-03-18,06,2016-03-18 06,10.4,0,0.8
404,강서 *,2016-03-18,07,2016-03-18 07,9.8,0,0.6
404,강서 *,2016-03-18,08,2016-03-18 08,10.6,0,0.7
404,강서 *,2016-03-18,09,2016-03-18 09,11.4,0,1
404,강서 *,2016-03-18,10,2016-03-18 10,12.8,0,1.5
404,강서 *,2016-03-18,11,2016-03-18 11,14,0,1.2
404,강서 *,2016-03-18,12,2016-03-18 12,15.8,0,0.8
404,강서 *,2016-03-18,13,2016-03-18 13,16.6,0,1.8
404,강서 *,2016-03-18,14,2016-03-18 14,18.5,0,1.4
404,강서 *,2016-03-18,15,2016-03-18 15,18,0,1.6
404,강서 *,2016-03-18,16,2016-03-18 16,19.5,0,1.1
404,강서 *,2016-03-18,17,2016-03-18 17,18.1,0,1.1
404,강서 *,2016-03-18,18,2016-03-18 18,16.3,0,2.1
404,강서 *,2016-03-18,19,2016-03-18 19,14.9,0,2
404,강서 *,2016-03-18,20,2016-03-18 20,13.4,0,0.8
404,강서 *,2016-03-18,21,2016-03-18 21,12.6,0,1.5
404,강서 *,2016-03-18,22,2016-03-18 22,12,0,0.6
404,강서 *,2016-03-18,23,2016-03-18 23,11.2,0,0.3
404,강서 *,2016-03-19,00,2016-03-19 00,10.6,0,0.4
404,강서 *,2016-03-19,01,2016-03-19 01,10.2,0,0.5
404,강서 *,2016-03-19,02,2016-03-19 02,9.7,0,0.8
404,강서 *,2016-03-19,03,2016-03-19 03,8.9,0,0.8
404,강서 *,2016-03-19,04,2016-03-19 04,8.2,0,0.5
404,강서 *,2016-03-19,05,2016-03-19 05,7.6,0,0.5
404,강서 *,2016-03-19,06,2016-03-19 06,7.5,0,0.9
404,강서 *,2016-03-19,07,2016-03-19 07,7.2,0,0.7
404,강서 *,2016-03-19,08,2016-03-19 08,7.6,0,0.9
404,강서 *,2016-03-19,09,2016-03-19 09,9.1,0,1
404,강서 *,2016-03-19,10,2016-03-19 10,10.7,0,0.9
404,강서 *,2016-03-19,11,2016-03-19 11,11.9,0,1.6
404,강서 *,2016-03-19,12,2016-03-19 12,12.8,0,1.7
404,강서 *,2016-03-19,13,2016-03-19 13,14.2,0,1.9
404,강서 *,2016-03-19,14,2016-03-19 14,15.3,0,1.7
404,강서 *,2016-03-19,15,2016-03-19 15,16.4,0,2.1
404,강서 *,2016-03-19,16,2016-03-19 16,15.8,0,2.5
404,강서 *,2016-03-19,17,2016-03-19 17,14.5,0,3.9
404,강서 *,2016-03-19,18,2016-03-19 18,13.7,0,3.2
404,강서 *,2016-03-19,19,2016-03-19 19,12.2,0,2.7
404,강서 *,2016-03-19,20,2016-03-19 20,11.8,0,1.7
404,강서 *,2016-03-19,21,2016-03-19 21,11.3,0,1.2
404,강서 *,2016-03-19,22,2016-03-19 22,10.8,0,0.9
404,강서 *,2016-03-19,23,2016-03-19 23,10.2,0,0.9
404,강서 *,2016-03-20,00,2016-03-20 00,9.5,0,1.1
404,강서 *,2016-03-20,01,2016-03-20 01,9.1,0,0.7
404,강서 *,2016-03-20,02,2016-03-20 02,8.2,0,1.1
404,강서 *,2016-03-20,03,2016-03-20 03,7.2,0,0.8
404,강서 *,2016-03-20,04,2016-03-20 04,6.6,0,1.3
404,강서 *,2016-03-20,05,2016-03-20 05,6.4,0,1.3
404,강서 *,2016-03-20,06,2016-03-20 06,6.2,0,1.2
404,강서 *,2016-03-20,07,2016-03-20 07,5.7,0,1
404,강서 *,2016-03-20,08,2016-03-20 08,6.8,0,1.7
404,강서 *,2016-03-20,09,2016-03-20 09,8,0,1.5
404,강서 *,2016-03-20,10,2016-03-20 10,10.1,0,2.7
404,강서 *,2016-03-20,11,2016-03-20 11,11.2,0,2.3
404,강서 *,2016-03-20,12,2016-03-20 12,13.4,0,1.6
404,강서 *,2016-03-20,13,2016-03-20 13,14.5,0,1.5
404,강서 *,2016-03-20,14,2016-03-20 14,15.7,0,2.3
404,강서 *,2016-03-20,15,2016-03-20 15,14.9,0,3.1
404,강서 *,2016-03-20,16,2016-03-20 16,15,0,2.6
404,강서 *,2016-03-20,17,2016-03-20 17,13.7,0,2.7
404,강서 *,2016-03-20,18,2016-03-20 18,12.7,0,2.1
404,강서 *,2016-03-20,19,2016-03-20 19,11.6,0,1.4
404,강서 *,2016-03-20,20,2016-03-20 20,10.4,0,1.3
404,강서 *,2016-03-20,21,2016-03-20 21,10,0,1.1
404,강서 *,2016-03-20,22,2016-03-20 22,9.1,0,0.8
404,강서 *,2016-03-20,23,2016-03-20 23,9.3,0,0.6
404,강서 *,2016-03-21,00,2016-03-21 00,9.1,0,0.6
404,강서 *,2016-03-21,01,2016-03-21 01,8.6,0,1
404,강서 *,2016-03-21,02,2016-03-21 02,8.2,0,0.9
404,강서 *,2016-03-21,03,2016-03-21 03,7.4,0,1.3
404,강서 *,2016-03-21,04,2016-03-21 04,7.3,0,0.6
404,강서 *,2016-03-21,05,2016-03-21 05,7.1,0,0.9
404,강서 *,2016-03-21,06,2016-03-21 06,6.7,0,1.2
404,강서 *,2016-03-21,07,2016-03-21 07,7,0,1.1
404,강서 *,2016-03-21,08,2016-03-21 08,8,0,1.4
404,강서 *,2016-03-21,09,2016-03-21 09,8.6,0,2.3
404,강서 *,2016-03-21,10,2016-03-21 10,10.8,0,1.2
404,강서 *,2016-03-21,11,2016-03-21 11,11.5,0,1.3
404,강서 *,2016-03-21,12,2016-03-21 12,13,0,1.7
404,강서 *,2016-03-21,13,2016-03-21 13,13.8,0,2.4
404,강서 *,2016-03-21,14,2016-03-21 14,14.8,0,2.6
404,강서 *,2016-03-21,15,2016-03-21 15,14,0,3.2
404,강서 *,2016-03-21,16,2016-03-21 16,13.8,0,2.8
404,강서 *,2016-03-21,17,2016-03-21 17,13.6,0,2.4
404,강서 *,2016-03-21,18,2016-03-21 18,12.4,0,2
404,강서 *,2016-03-21,19,2016-03-21 19,10.9,0,2
404,강서 *,2016-03-21,20,2016-03-21 20,9.4,0,1.5
404,강서 *,2016-03-21,21,2016-03-21 21,8.8,0,1.5
404,강서 *,2016-03-21,22,2016-03-21 22,8.4,0,0.9
404,강서 *,2016-03-21,23,2016-03-21 23,8.1,0,1.5
404,강서 *,2016-03-22,00,2016-03-22 00,7.3,0,0.9
404,강서 *,2016-03-22,01,2016-03-22 01,6.6,0,1.2
404,강서 *,2016-03-22,02,2016-03-22 02,5.9,0,0.5
404,강서 *,2016-03-22,03,2016-03-22 03,5.4,0,0.4
404,강서 *,2016-03-22,04,2016-03-22 04,5.2,0,0.7
404,강서 *,2016-03-22,05,2016-03-22 05,4.5,0,1
404,강서 *,2016-03-22,06,2016-03-22 06,4,0,1.4
404,강서 *,2016-03-22,07,2016-03-22 07,3.8,0,1.2
404,강서 *,2016-03-22,08,2016-03-22 08,4.7,0,1.6
404,강서 *,2016-03-22,09,2016-03-22 09,4.9,0,1.3
404,강서 *,2016-03-22,10,2016-03-22 10,6.3,0,1.7
404,강서 *,2016-03-22,11,2016-03-22 11,8.3,0,1.4
404,강서 *,2016-03-22,12,2016-03-22 12,10.7,0,2.5
404,강서 *,2016-03-22,13,2016-03-22 13,11.6,0,3.4
404,강서 *,2016-03-22,14,2016-03-22 14,11.3,0,3.3
404,강서 *,2016-03-22,15,2016-03-22 15,11.9,0,3
404,강서 *,2016-03-22,16,2016-03-22 16,11.2,0,3
404,강서 *,2016-03-22,17,2016-03-22 17,10.6,0,2.5
404,강서 *,2016-03-22,18,2016-03-22 18,9.5,0,2.6
404,강서 *,2016-03-22,19,2016-03-22 19,8.3,0,1.8
404,강서 *,2016-03-22,20,2016-03-22 20,7.7,0,1.6
404,강서 *,2016-03-22,21,2016-03-22 21,7.4,0,2.1
404,강서 *,2016-03-22,22,2016-03-22 22,7.4,0,1
404,강서 *,2016-03-22,23,2016-03-22 23,7.2,0,0.7
404,강서 *,2016-03-23,00,2016-03-23 00,7,0,0.8
404,강서 *,2016-03-23,01,2016-03-23 01,6.7,0,1
404,강서 *,2016-03-23,02,2016-03-23 02,6.8,0,1
404,강서 *,2016-03-23,03,2016-03-23 03,6.4,0,0.5
404,강서 *,2016-03-23,04,2016-03-23 04,5.5,0,0.7
404,강서 *,2016-03-23,05,2016-03-23 05,5.2,0,0.8
404,강서 *,2016-03-23,06,2016-03-23 06,4.9,0,0.7
404,강서 *,2016-03-23,07,2016-03-23 07,4.7,0,0.8
404,강서 *,2016-03-23,08,2016-03-23 08,5.5,0,0.9
404,강서 *,2016-03-23,09,2016-03-23 09,6.1,0,1.2
404,강서 *,2016-03-23,10,2016-03-23 10,8.5,0,1.2
404,강서 *,2016-03-23,11,2016-03-23 11,9.6,0,2
404,강서 *,2016-03-23,12,2016-03-23 12,11.4,0,1.7
404,강서 *,2016-03-23,13,2016-03-23 13,12.3,0,1.9
404,강서 *,2016-03-23,14,2016-03-23 14,11.7,0,2.5
404,강서 *,2016-03-23,15,2016-03-23 15,12.1,0,2.4
404,강서 *,2016-03-23,16,2016-03-23 16,12.4,0,1.5
404,강서 *,2016-03-23,17,2016-03-23 17,11.1,0,1.9
404,강서 *,2016-03-23,18,2016-03-23 18,10.3,0,2.1
404,강서 *,2016-03-23,19,2016-03-23 19,9.3,0,2.5
404,강서 *,2016-03-23,20,2016-03-23 20,8.3,0,1.7
404,강서 *,2016-03-23,21,2016-03-23 21,7.4,0,2
404,강서 *,2016-03-23,22,2016-03-23 22,7.1,0,1.3
404,강서 *,2016-03-23,23,2016-03-23 23,6.8,0,1.2
404,강서 *,2016-03-24,00,2016-03-24 00,6,0,0.9
404,강서 *,2016-03-24,01,2016-03-24 01,5.4,0,1
404,강서 *,2016-03-24,02,2016-03-24 02,4.9,0,1.1
404,강서 *,2016-03-24,03,2016-03-24 03,4.3,0,0.9
404,강서 *,2016-03-24,04,2016-03-24 04,3.4,0,0.5
404,강서 *,2016-03-24,05,2016-03-24 05,3.1,0,0.6
404,강서 *,2016-03-24,06,2016-03-24 06,2.7,0,0.9
404,강서 *,2016-03-24,07,2016-03-24 07,2.4,0,0.7
404,강서 *,2016-03-24,08,2016-03-24 08,4,0,1.1
404,강서 *,2016-03-24,09,2016-03-24 09,6.2,0,1.2
404,강서 *,2016-03-24,10,2016-03-24 10,8.7,0,1.2
404,강서 *,2016-03-24,11,2016-03-24 11,8.9,0,1.4
404,강서 *,2016-03-24,12,2016-03-24 12,10.2,0,1.2
404,강서 *,2016-03-24,13,2016-03-24 13,10.9,0,1.6
404,강서 *,2016-03-24,14,2016-03-24 14,10.3,0,2
404,강서 *,2016-03-24,15,2016-03-24 15,10.3,0,2.8
404,강서 *,2016-03-24,16,2016-03-24 16,10.5,0,3.1
404,강서 *,2016-03-24,17,2016-03-24 17,9.9,0,3.2
404,강서 *,2016-03-24,18,2016-03-24 18,8.5,0,3.4
404,강서 *,2016-03-24,19,2016-03-24 19,7.5,0,2.2
404,강서 *,2016-03-24,20,2016-03-24 20,7,0,1.3
404,강서 *,2016-03-24,21,2016-03-24 21,6.3,0,0.7
404,강서 *,2016-03-24,22,2016-03-24 22,6.4,0,0.7
404,강서 *,2016-03-24,23,2016-03-24 23,5.9,0,0.2
404,강서 *,2016-03-25,00,2016-03-25 00,5.7,0,0.6
404,강서 *,2016-03-25,01,2016-03-25 01,5.4,0,0.9
404,강서 *,2016-03-25,02,2016-03-25 02,5.1,0,0.7
404,강서 *,2016-03-25,03,2016-03-25 03,5.1,0,1.3
404,강서 *,2016-03-25,04,2016-03-25 04,4.2,0,0.9
404,강서 *,2016-03-25,05,2016-03-25 05,4.2,0,1.6
404,강서 *,2016-03-25,06,2016-03-25 06,4.3,0,0.3
404,강서 *,2016-03-25,07,2016-03-25 07,4.3,0,0.3
404,강서 *,2016-03-25,08,2016-03-25 08,5.5,0,2.7
404,강서 *,2016-03-25,09,2016-03-25 09,6.5,0,2.8
404,강서 *,2016-03-25,10,2016-03-25 10,7.1,0,2.4
404,강서 *,2016-03-25,11,2016-03-25 11,8.9,0,1.5
404,강서 *,2016-03-25,12,2016-03-25 12,9.3,0,2
404,강서 *,2016-03-25,13,2016-03-25 13,9.8,0,1.2
404,강서 *,2016-03-25,14,2016-03-25 14,10.5,0,2.4
404,강서 *,2016-03-25,15,2016-03-25 15,10.6,0,1.9
404,강서 *,2016-03-25,16,2016-03-25 16,9.9,0,3.3
404,강서 *,2016-03-25,17,2016-03-25 17,10.2,0,2.3
404,강서 *,2016-03-25,18,2016-03-25 18,9,0,2.3
404,강서 *,2016-03-25,19,2016-03-25 19,7.5,0,2
404,강서 *,2016-03-25,20,2016-03-25 20,7,0,1.4
404,강서 *,2016-03-25,21,2016-03-25 21,6.6,0,0.5
404,강서 *,2016-03-25,22,2016-03-25 22,6.6,0,0.7
404,강서 *,2016-03-25,23,2016-03-25 23,6.2,0,0.8
404,강서 *,2016-03-26,00,2016-03-26 00,5.6,0,1.1
404,강서 *,2016-03-26,01,2016-03-26 01,5.1,0,1.2
404,강서 *,2016-03-26,02,2016-03-26 02,4.4,0,1.6
404,강서 *,2016-03-26,03,2016-03-26 03,4,0,1.6
404,강서 *,2016-03-26,04,2016-03-26 04,3.6,0,0.8
404,강서 *,2016-03-26,05,2016-03-26 05,3.4,0,1.4
404,강서 *,2016-03-26,06,2016-03-26 06,3.2,0,1
404,강서 *,2016-03-26,07,2016-03-26 07,3.1,0,1.3
404,강서 *,2016-03-26,08,2016-03-26 08,3.4,0,2.1
404,강서 *,2016-03-26,09,2016-03-26 09,4.9,0,1.1
404,강서 *,2016-03-26,10,2016-03-26 10,7.3,0,1.3
404,강서 *,2016-03-26,11,2016-03-26 11,8.5,0,1.3
404,강서 *,2016-03-26,12,2016-03-26 12,9.3,0,1.7
404,강서 *,2016-03-26,13,2016-03-26 13,9.7,0,1.9
404,강서 *,2016-03-26,14,2016-03-26 14,10.7,0,1.7
404,강서 *,2016-03-26,15,2016-03-26 15,10.9,0,2.3
404,강서 *,2016-03-26,16,2016-03-26 16,10.1,0,3.4
404,강서 *,2016-03-26,17,2016-03-26 17,9.1,0,3.1
404,강서 *,2016-03-26,18,2016-03-26 18,8.4,0,2.5
404,강서 *,2016-03-26,19,2016-03-26 19,7.2,0,2.4
404,강서 *,2016-03-26,20,2016-03-26 20,6.7,0,1.6
404,강서 *,2016-03-26,21,2016-03-26 21,6.3,0,0.5
404,강서 *,2016-03-26,22,2016-03-26 22,6.3,0,0.9
404,강서 *,2016-03-26,23,2016-03-26 23,6,0,1.2
404,강서 *,2016-03-27,00,2016-03-27 00,5.7,0,1.4
404,강서 *,2016-03-27,01,2016-03-27 01,5.5,0,1.3
404,강서 *,2016-03-27,02,2016-03-27 02,5.3,0,1
404,강서 *,2016-03-27,03,2016-03-27 03,4.9,0,0.6
404,강서 *,2016-03-27,04,2016-03-27 04,4.1,0,0.2
404,강서 *,2016-03-27,05,2016-03-27 05,4.5,0,1
404,강서 *,2016-03-27,06,2016-03-27 06,3.8,0,0.2
404,강서 *,2016-03-27,07,2016-03-27 07,4,0,0.6
404,강서 *,2016-03-27,08,2016-03-27 08,4.5,0,1.6
404,강서 *,2016-03-27,09,2016-03-27 09,5.9,0,1.1
404,강서 *,2016-03-27,10,2016-03-27 10,8.2,0,0.9
404,강서 *,2016-03-27,11,2016-03-27 11,9,0,1.7
404,강서 *,2016-03-27,12,2016-03-27 12,11.3,0,3.7
404,강서 *,2016-03-27,13,2016-03-27 13,11.2,0,3.8
404,강서 *,2016-03-27,14,2016-03-27 14,11.3,0,3.4
404,강서 *,2016-03-27,15,2016-03-27 15,11,0,3.6
404,강서 *,2016-03-27,16,2016-03-27 16,10.5,0,3.8
404,강서 *,2016-03-27,17,2016-03-27 17,10.2,0,3.4
404,강서 *,2016-03-27,18,2016-03-27 18,9.3,0,2.6
404,강서 *,2016-03-27,19,2016-03-27 19,8.6,0,1.4
404,강서 *,2016-03-27,20,2016-03-27 20,7.6,0,2
404,강서 *,2016-03-27,21,2016-03-27 21,7.3,0,1.9
404,강서 *,2016-03-27,22,2016-03-27 22,6.9,0,1.2
404,강서 *,2016-03-27,23,2016-03-27 23,6.3,0,1.3
404,강서 *,2016-03-28,00,2016-03-28 00,5.8,0,1
404,강서 *,2016-03-28,01,2016-03-28 01,5.6,0,1.4
404,강서 *,2016-03-28,02,2016-03-28 02,5.5,0,1
404,강서 *,2016-03-28,03,2016-03-28 03,5.2,0,1.3
404,강서 *,2016-03-28,04,2016-03-28 04,5.2,0,1
404,강서 *,2016-03-28,05,2016-03-28 05,5.1,0,1.5
404,강서 *,2016-03-28,06,2016-03-28 06,5,0,1.5
404,강서 *,2016-03-28,07,2016-03-28 07,5.3,0,1.6
404,강서 *,2016-03-28,08,2016-03-28 08,5.8,0,1.6
404,강서 *,2016-03-28,09,2016-03-28 09,7.6,0,1.6
404,강서 *,2016-03-28,10,2016-03-28 10,8.3,0,2.1
404,강서 *,2016-03-28,11,2016-03-28 11,10.9,0,2.2
404,강서 *,2016-03-28,12,2016-03-28 12,12.1,0,1.6
404,강서 *,2016-03-28,13,2016-03-28 13,14.5,0,1.2
404,강서 *,2016-03-28,14,2016-03-28 14,14.4,0,2.9
404,강서 *,2016-03-28,15,2016-03-28 15,15.5,0,2.1
404,강서 *,2016-03-28,16,2016-03-28 16,15.4,0,2.5
404,강서 *,2016-03-28,17,2016-03-28 17,15,0,2.9
404,강서 *,2016-03-28,18,2016-03-28 18,14.3,0,1.9
404,강서 *,2016-03-28,19,2016-03-28 19,13.1,0,1.5
404,강서 *,2016-03-28,20,2016-03-28 20,12.3,0,1.2
404,강서 *,2016-03-28,21,2016-03-28 21,11.2,0,1.2
404,강서 *,2016-03-28,22,2016-03-28 22,11.2,0,1.8
404,강서 *,2016-03-28,23,2016-03-28 23,10.7,0,1.3
404,강서 *,2016-03-29,00,2016-03-29 00,9.7,0,1.2
404,강서 *,2016-03-29,01,2016-03-29 01,9.4,0,2.4
404,강서 *,2016-03-29,02,2016-03-29 02,8.7,0,1.7
404,강서 *,2016-03-29,03,2016-03-29 03,9,0,1.4
404,강서 *,2016-03-29,04,2016-03-29 04,9.1,0,1.6
404,강서 *,2016-03-29,05,2016-03-29 05,9.3,0,2.6
404,강서 *,2016-03-29,06,2016-03-29 06,9.5,0,2.9
404,강서 *,2016-03-29,07,2016-03-29 07,9.5,0,2.7
404,강서 *,2016-03-29,08,2016-03-29 08,10.5,0,3.9
404,강서 *,2016-03-29,09,2016-03-29 09,10.9,0,3.6
404,강서 *,2016-03-29,10,2016-03-29 10,12.3,0,2.4
404,강서 *,2016-03-29,11,2016-03-29 11,13.6,0,4.2
404,강서 *,2016-03-29,12,2016-03-29 12,15.3,0,3.4
404,강서 *,2016-03-29,13,2016-03-29 13,15.3,0,3.1
404,강서 *,2016-03-29,14,2016-03-29 14,15.5,0,3.8
404,강서 *,2016-03-29,15,2016-03-29 15,15,0,4.5
404,강서 *,2016-03-29,16,2016-03-29 16,14.3,0,5.1
404,강서 *,2016-03-29,17,2016-03-29 17,13.3,0,3.1
404,강서 *,2016-03-29,18,2016-03-29 18,11.9,0,2.7
404,강서 *,2016-03-29,19,2016-03-29 19,11.6,0,3.8
404,강서 *,2016-03-29,20,2016-03-29 20,11,0,3.5
404,강서 *,2016-03-29,21,2016-03-29 21,10.4,0,3.6
404,강서 *,2016-03-29,22,2016-03-29 22,9.9,0,3.1
404,강서 *,2016-03-29,23,2016-03-29 23,9.6,0,2.2
404,강서 *,2016-03-30,00,2016-03-30 00,8.8,0,1.8
404,강서 *,2016-03-30,01,2016-03-30 01,8.4,0,2.1
404,강서 *,2016-03-30,02,2016-03-30 02,7.9,0,1.3
404,강서 *,2016-03-30,03,2016-03-30 03,7.2,0,1.3
404,강서 *,2016-03-30,04,2016-03-30 04,7.1,0,0.5
404,강서 *,2016-03-30,05,2016-03-30 05,7.1,0,0.6
404,강서 *,2016-03-30,06,2016-03-30 06,7,0,1.3
404,강서 *,2016-03-30,07,2016-03-30 07,7.3,0,0.3
404,강서 *,2016-03-30,08,2016-03-30 08,7.9,0,1.6
